step,x_struct_raw_left_leg_norm,x_struct_raw_right_leg_norm,x_struct_raw_torso_norm,x_struct_raw_left_leg_var,x_struct_raw_right_leg_var,x_struct_raw_torso_var,x_struct_mixed_left_leg_norm,x_struct_mixed_right_leg_norm,x_struct_mixed_torso_norm,x_struct_mixed_left_leg_var,x_struct_mixed_right_leg_var,x_struct_mixed_torso_var,x_struct_norm_left_leg_norm,x_struct_norm_right_leg_norm,x_struct_norm_torso_norm,x_struct_norm_left_leg_var,x_struct_norm_right_leg_var,x_struct_norm_torso_var,h_struct_proj_left_leg_norm,h_struct_proj_right_leg_norm,h_struct_proj_torso_norm,h_struct_proj_left_leg_var,h_struct_proj_right_leg_var,h_struct_proj_torso_var,h_struct_pre_norm_left_leg_norm,h_struct_pre_norm_right_leg_norm,h_struct_pre_norm_torso_norm,h_struct_pre_norm_left_leg_var,h_struct_pre_norm_right_leg_var,h_struct_pre_norm_torso_var,h_struct_pre_inject_left_leg_norm,h_struct_pre_inject_right_leg_norm,h_struct_pre_inject_torso_norm,h_struct_pre_inject_left_leg_var,h_struct_pre_inject_right_leg_var,h_struct_pre_inject_torso_var,h_struct_post_inject_left_leg_norm,h_struct_post_inject_right_leg_norm,h_struct_post_inject_torso_norm,h_struct_post_inject_left_leg_var,h_struct_post_inject_right_leg_var,h_struct_post_inject_torso_var
95000,5.9535045624,5.9579801559,5.9475646019,2.6887071133,2.6921083927,2.7115175724,7.5015382767,7.5991158485,7.4286551476,4.2138915062,4.3275003433,4.2139239311,3.7276697159,3.7210936546,3.6321446896,0.8227855563,0.8197430372,0.7803499699,8.5761470795,8.6704463959,7.6362981796,0.2931363285,0.3002001643,0.2322885245,16.2610740662,16.2560882568,16.2374687195,1.0329728127,1.0323386192,1.0300143957,17.6726112366,17.6388187408,17.6062316895,1.2200860977,1.2154368162,1.2109675407,15.4753236771,15.4396581650,14.9132184982,0.9374588728,0.9326802492,0.8708077669
96000,6.2301573753,6.2337236404,6.2624826431,2.8473670483,2.8507709503,2.8999495506,7.7873358727,7.8985619545,7.7362685204,4.4272069931,4.5550413132,4.4563493729,3.7286667824,3.7233021259,3.6322154999,0.8227827549,0.8203552365,0.7800108194,8.5396661758,8.6339492798,7.5687894821,0.2903723121,0.2974346876,0.2278005928,16.2679328918,16.2585010529,16.2416439056,1.0338431597,1.0326470137,1.0305461884,17.6902446747,17.6480426788,17.6159439087,1.2225337029,1.2167222500,1.2123101950,15.5289230347,15.4719867706,14.9096069336,0.9441446066,0.9367429018,0.8703987002
97000,5.8569788933,5.8615584373,5.8789525032,2.6766781807,2.6803998947,2.7192263603,7.3750333786,7.4534549713,7.3219122887,4.1702051163,4.2678761482,4.1830344200,3.6994628906,3.6948597431,3.6124634743,0.8101767302,0.8081028461,0.7718080282,8.4571104050,8.5401401520,7.5509309769,0.2847541869,0.2907619178,0.2265959084,16.2655200958,16.2594394684,16.2415199280,1.0335384607,1.0327657461,1.0305284262,17.6982955933,17.6657943726,17.6307029724,1.2236399651,1.2191596031,1.2143360376,15.4154424667,15.3888931274,14.8705301285,0.9302613139,0.9266527295,0.8658002615
98000,6.3281583786,6.3311243057,6.3550119400,2.8800222874,2.8746399879,2.9216609001,7.9237895012,8.0226144791,7.8451633453,4.5229067802,4.6372447014,4.5126714706,3.7308840752,3.7253143787,3.6349315643,0.8234815001,0.8209506869,0.7811649442,8.5593376160,8.6672983170,7.5755152702,0.2910934091,0.2990587950,0.2281695604,16.2819652557,16.2750015259,16.2557392120,1.0356284380,1.0347408056,1.0323396921,17.7195968628,17.6778259277,17.6427631378,1.2265822887,1.2208179235,1.2160108089,15.4569826126,15.4088850021,14.8591260910,0.9352833629,0.9289192557,0.8647044301
99000,6.0874419212,6.0932741165,6.1060171127,2.7719759941,2.7850387096,2.8217136860,7.6258568764,7.7392821312,7.5716428757,4.3260903358,4.4580445290,4.3404531479,3.7126810551,3.7104721069,3.6219487190,0.8159364462,0.8149724603,0.7758842707,8.5184907913,8.6146011353,7.5571589470,0.2891046107,0.2962669134,0.2271086872,16.2821617126,16.2720050812,16.2528114319,1.0356616974,1.0343695879,1.0319702625,17.7353382111,17.6946353912,17.6564617157,1.2287828922,1.2231560946,1.2178986073,15.4425554276,15.4131698608,14.8505496979,0.9336240292,0.9296422005,0.8635712862
100000,5.9640898705,5.9595012665,5.9838776588,2.7353482246,2.7363898754,2.7789828777,7.4990420341,7.5992660522,7.4492206573,4.2584886551,4.3774681091,4.2756948471,3.7034795284,3.6985342503,3.6133077145,0.8121014833,0.8098466396,0.7722789049,8.4911231995,8.5666723251,7.5387978554,0.2872990668,0.2929325998,0.2260206342,16.2797851562,16.2726821899,16.2540912628,1.0353587866,1.0344573259,1.0321369171,17.7456035614,17.7085762024,17.6707134247,1.2302072048,1.2250868082,1.2198705673,15.4313745499,15.3756370544,14.8342351913,0.9324719906,0.9252300858,0.8617473841
101000,6.2876801491,6.2929635048,6.2918801308,2.8771233559,2.8806853294,2.9168760777,7.8846073151,8.0045700073,7.8070650101,4.5122046471,4.6549673080,4.5120739937,3.7292714119,3.7255413532,3.6304140091,0.8234473467,0.8217077851,0.7795901299,8.5664529800,8.6751785278,7.5711183548,0.2927457988,0.3007334471,0.2284966707,16.2895622253,16.2856998444,16.2648220062,1.0366015434,1.0361155272,1.0335063934,17.7627525330,17.7261867523,17.6809844971,1.2325906754,1.2275419235,1.2212975025,15.4688091278,15.3985843658,14.8343973160,0.9370582700,0.9279523492,0.8619372249
102000,6.1275820732,6.1348576546,6.1477360725,2.7953872681,2.7982161045,2.8417017460,7.7136821747,7.8036022186,7.6478447914,4.3982529640,4.5057291985,4.4003601074,3.7163202763,3.7114911079,3.6240887642,0.8177808523,0.8156254888,0.7770259380,8.5434789658,8.6393098831,7.5862011909,0.2909215391,0.2980835140,0.2294605076,16.2990417480,16.2917022705,16.2726554871,1.0378109217,1.0368742943,1.0345008373,17.7809543610,17.7425346375,17.7007389069,1.2351087332,1.2297912836,1.2240264416,15.3914918900,15.3538589478,14.7962055206,0.9275006056,0.9225354791,0.8573343158
103000,6.2040305138,6.2071619034,6.2256069183,2.8461821079,2.8508987427,2.8932275772,7.7707824707,7.8744864464,7.7164869308,4.4289593697,4.5564465523,4.4523415565,3.7174396515,3.7124776840,3.6217038631,0.8183567524,0.8160892129,0.7759696841,8.5594778061,8.6462287903,7.5485286713,0.2924447060,0.2988043427,0.2269955277,16.3019618988,16.2947521210,16.2761020660,1.0381820202,1.0372661352,1.0349438190,17.7956218719,17.7562580109,17.7133045197,1.2371603251,1.2317030430,1.2257713079,15.4326190948,15.3867187500,14.8029232025,0.9326213002,0.9266213179,0.8582293987
104000,5.8653059006,5.8686347008,5.8558769226,2.6642818451,2.6680390835,2.6886565685,7.4313688278,7.5000472069,7.3434443474,4.1988825798,4.2842450142,4.1778287888,3.7086033821,3.7023172379,3.6134912968,0.8150378466,0.8122155666,0.7728832960,8.5545921326,8.6466712952,7.5949077606,0.2924486995,0.2995315194,0.2302554995,16.3078422546,16.3006858826,16.2814235687,1.0389380455,1.0380263329,1.0356224775,17.8144817352,17.7746658325,17.7317028046,1.2397810221,1.2342609167,1.2283138037,15.3510560989,15.3280324936,14.7500600815,0.9227730036,0.9196276069,0.8519554734
105000,6.2962317467,6.2991371155,6.3182954788,2.8619992733,2.8671450615,2.9052293301,7.8940372467,8.0130977631,7.8318052292,4.4969811440,4.6363873482,4.5099339485,3.7222843170,3.7185430527,3.6237850189,0.8202306628,0.8185030818,0.7766984701,8.5735378265,8.6770887375,7.5547866821,0.2929966152,0.3005474508,0.2271373570,16.3151245117,16.3073101044,16.2915115356,1.0398621559,1.0388708115,1.0369108915,17.8257160187,17.7816486359,17.7404327393,1.2413549423,1.2352421284,1.2295392752,15.4309091568,15.3868331909,14.7639856339,0.9324795604,0.9266505241,0.8537474275
106000,6.1620841026,6.1603436470,6.1812491417,2.8069949150,2.8236591816,2.8582000732,7.7264447212,7.8691902161,7.6839413643,4.3955326080,4.5594110489,4.4236969948,3.7100505829,3.7102174759,3.6181867123,0.8150709271,0.8151943684,0.7745563984,8.5214395523,8.6180067062,7.5435271263,0.2897981107,0.2970594466,0.2267933339,16.3174877167,16.3064804077,16.2912044525,1.0401692390,1.0387691259,1.0368746519,17.8404350281,17.7948913574,17.7528457642,1.2434146404,1.2370840311,1.2312607765,15.3697872162,15.3297700882,14.7443914413,0.9252317548,0.9198880196,0.8516695499
107000,6.0080156326,6.0095605850,6.0391483307,2.7443766594,2.7540187836,2.7995123863,7.5722465515,7.6964459419,7.5228099823,4.3092541695,4.4504117966,4.3204154968,3.7000637054,3.6993312836,3.6106343269,0.8108366132,0.8105332255,0.7714115381,8.4992876053,8.5841808319,7.5221948624,0.2883937061,0.2946594656,0.2252693474,16.3177280426,16.3094902039,16.2910041809,1.0402004719,1.0391521454,1.0368515253,17.8497486115,17.8106307983,17.7649230957,1.2447147369,1.2392747402,1.2329406738,15.3378238678,15.2953329086,14.7211904526,0.9214500785,0.9158554077,0.8488783836
108000,6.2713871002,6.2724456787,6.3174839020,2.9031047821,2.9125287533,2.9719440937,7.8609366417,7.9782776833,7.8109459877,4.5363125801,4.6752052307,4.5581688881,3.7065382004,3.7044768333,3.6144208908,0.8134382963,0.8124898672,0.7727800012,8.5098648071,8.6040029526,7.5068364143,0.2890963554,0.2959436774,0.2243332416,16.3260898590,16.3174152374,16.3011054993,1.0412652493,1.0401612520,1.0381393433,17.8629684448,17.8204326630,17.7771301270,1.2465584278,1.2406444550,1.2346415520,15.3764266968,15.3348283768,14.7285499573,0.9260546565,0.9205963016,0.8497294784
109000,6.1219987869,6.1248278618,6.1352486610,2.7824077606,2.7914667130,2.8170115948,7.7203555107,7.8149881363,7.6401753426,4.3894281387,4.4997568130,4.3731489182,3.7144846916,3.7101252079,3.6181349754,0.8172345161,0.8153213263,0.7746429443,8.5687494278,8.6523227692,7.5674967766,0.2931211293,0.2994630337,0.2282310724,16.3329410553,16.3282032013,16.3066101074,1.0421421528,1.0415391922,1.0388411283,17.8831901550,17.8447628021,17.7907676697,1.2493854761,1.2440420389,1.2365357876,15.3458881378,15.2985563278,14.7057409286,0.9224057794,0.9163007736,0.8471479416
110000,6.0740914345,6.0759749413,6.1085853577,2.8011503220,2.8015222549,2.8529512882,7.6471366882,7.7454743385,7.5889286995,4.3757343292,4.4860076904,4.3814902306,3.7025027275,3.6963768005,3.6083214283,0.8120532036,0.8093059659,0.7704517245,8.5030679703,8.5886163712,7.5166368484,0.2888652384,0.2952359915,0.2249474227,16.3323669434,16.3258132935,16.3069934845,1.0420713425,1.0412374735,1.0388945341,17.8990230560,17.8556213379,17.8036155701,1.2516123056,1.2455641031,1.2383275032,15.3294925690,15.2680683136,14.6864757538,0.9207373857,0.9128020406,0.8450027108
111000,6.0588383675,6.0620369911,6.0936141014,2.7683057785,2.7716300488,2.8263282776,7.6469306946,7.7381467819,7.5929622650,4.3668179512,4.4736332893,4.3767781258,3.6982870102,3.6945943832,3.6066799164,0.8102231622,0.8086655736,0.7698005438,8.5216770172,8.6201372147,7.5357050896,0.2900874615,0.2974747121,0.2262286246,16.3470859528,16.3382396698,16.3195095062,1.0439517498,1.0428216457,1.0404894352,17.9179344177,17.8749904633,17.8246040344,1.2542523146,1.2482583523,1.2412472963,15.2619562149,15.2299728394,14.6332855225,0.9123501778,0.9081411362,0.8388193250
112000,6.1601996422,6.1609034538,6.2029414177,2.7948012352,2.8062646389,2.8592514992,7.7621622086,7.8709206581,7.7026386261,4.4112367630,4.5393838882,4.4144191742,3.7103526592,3.7060256004,3.6184601784,0.8153815269,0.8134250641,0.7748247981,8.5486526489,8.6250953674,7.5477542877,0.2918699682,0.2976223826,0.2268924117,16.3481273651,16.3394298553,16.3175678253,1.0440881252,1.0429813862,1.0402467251,17.9288120270,17.8822727203,17.8277549744,1.2557922602,1.2493009567,1.2416973114,15.3451929092,15.2776584625,14.7107400894,0.9225703478,0.9139721990,0.8479255438
113000,5.9795084000,5.9794640541,5.9825930595,2.7025806904,2.7033255100,2.7268924713,7.5822777748,7.6673073769,7.4995875359,4.2770051956,4.3774743080,4.2580428123,3.7144048214,3.7097253799,3.6161377430,0.8179609776,0.8158668280,0.7741999626,8.5831766129,8.6826391220,7.5935382843,0.2953689396,0.3028295338,0.2302569449,16.3539009094,16.3468170166,16.3265380859,1.0448310375,1.0439285040,1.0413970947,17.9493999481,17.9014225006,17.8461627960,1.2586929798,1.2519947290,1.2442674637,15.3336381912,15.2702932358,14.6844997406,0.9214533567,0.9132843018,0.8448968530
114000,5.9184637070,5.9225101471,5.9407153130,2.7194302082,2.7355642319,2.7647562027,7.4839682579,7.5892033577,7.4268579483,4.2569565773,4.3783226013,4.2661862373,3.6920046806,3.6904125214,3.5992016792,0.8080179095,0.8073301315,0.7668963075,8.4892244339,8.5781688690,7.5093607903,0.2889284790,0.2956430018,0.2248317152,16.3571128845,16.3437976837,16.3281345367,1.0452460051,1.0435452461,1.0416036844,17.9625835419,17.9128971100,17.8593730927,1.2605482340,1.2536067963,1.2461121082,15.3099441528,15.2747211456,14.6534786224,0.9185724258,0.9138592482,0.8412224650
115000,6.0604033470,6.0606527328,6.1005291939,2.8065030575,2.8114504814,2.8746087551,7.6218366623,7.7542362213,7.5880045891,4.3698515892,4.5161366463,4.4019579887,3.6930480003,3.6897792816,3.6016943455,0.8083362579,0.8068239689,0.7678998709,8.4732837677,8.5805196762,7.4972486496,0.2875404358,0.2954097390,0.2241526991,16.3649673462,16.3532695770,16.3341922760,1.0462505817,1.0447564125,1.0423800945,17.9806098938,17.9287700653,17.8719215393,1.2630852461,1.2558262348,1.2478755713,15.2849321365,15.2269668579,14.6297779083,0.9156819582,0.9081397057,0.8386510015
116000,5.9969954491,5.9990782738,6.0244226456,2.7279353142,2.7472503185,2.7850360870,7.5737404823,7.7020063400,7.5292353630,4.2936172485,4.4374494553,4.3128366470,3.6970961094,3.6961042881,3.6063857079,0.8102139235,0.8097624183,0.7700492740,8.5050210953,8.6120061874,7.5349659920,0.2899790406,0.2978647649,0.2265302986,16.3691158295,16.3591918945,16.3397083282,1.0467848778,1.0455166101,1.0430867672,17.9912147522,17.9419784546,17.8856029510,1.2645808458,1.2576777935,1.2497850657,15.2622194290,15.2164325714,14.6152801514,0.9130493402,0.9070591331,0.8371230364
117000,6.1927757263,6.1940207481,6.2227120399,2.8380789757,2.8453767300,2.8926205635,7.8009529114,7.9183144569,7.7310709953,4.4657635689,4.5972824097,4.4590277672,3.7071533203,3.7052836418,3.6111776829,0.8143121600,0.8134542704,0.7719029188,8.5576314926,8.6725645065,7.5277547836,0.2929798365,0.3016073704,0.2259474397,16.3822193146,16.3723640442,16.3510627747,1.0484559536,1.0471974611,1.0445405245,18.0128402710,17.9634780884,17.9023437500,1.2676150799,1.2606891394,1.2521399260,15.2682857513,15.2302379608,14.5986928940,0.9135833979,0.9084698558,0.8351698518
118000,6.2969360352,6.3028378487,6.2867140770,2.8387513161,2.8487389088,2.8534591198,7.9298949242,8.0370321274,7.8358082771,4.4900054932,4.6112365723,4.4613099098,3.7374348640,3.7326147556,3.6311016083,0.8279198408,0.8257255554,0.7805866003,8.6941623688,8.8054533005,7.6312975883,0.3028838933,0.3113678396,0.2330378741,16.3922843933,16.3884868622,16.3638420105,1.0497466326,1.0492671728,1.0461829901,18.0315093994,17.9874191284,17.9139442444,1.2702671289,1.2640943527,1.2537736893,15.3383255005,15.2777490616,14.6128931046,0.9221367240,0.9144000411,0.8368101716
119000,6.4404544830,6.4472417831,6.4809308052,2.9253227711,2.9370355606,2.9813778400,8.0692577362,8.1833953857,8.0205154419,4.5921611786,4.7186508179,4.6140646935,3.7322683334,3.7310874462,3.6333699226,0.8252233267,0.8246750832,0.7813889980,8.6550569534,8.7694005966,7.5829048157,0.2998819649,0.3084228337,0.2296650410,16.3957195282,16.3891220093,16.3647975922,1.0501875877,1.0493448973,1.0463107824,18.0377845764,17.9965991974,17.9235153198,1.2711617947,1.2653856277,1.2551276684,15.3291110992,15.2774133682,14.6260910034,0.9210761189,0.9143366814,0.8385928869
120000,5.8825917244,5.8830699921,5.8581643105,2.6597352028,2.6606845856,2.6851081848,7.4766030312,7.5566310883,7.3791913986,4.2148671150,4.3041744232,4.1818075180,3.7076945305,3.7018070221,3.6058239937,0.8157275915,0.8131027222,0.7703369260,8.6326217651,8.7313022614,7.5966911316,0.2994223237,0.3072591424,0.2310338616,16.3981285095,16.3912467957,16.3652839661,1.0505043268,1.0496269464,1.0463706255,18.0655670166,18.0193214417,17.9463977814,1.2750649452,1.2685754299,1.2583140135,15.2054977417,15.1666517258,14.5251188278,0.9062380195,0.9012396932,0.8267031908
121000,6.0227642059,6.0259022713,6.0427708626,2.7519228458,2.7626183033,2.7925541401,7.6054410934,7.7234930992,7.5464482307,4.3197660446,4.4537510872,4.3224959373,3.6983118057,3.6963727474,3.6007568836,0.8110568523,0.8102141023,0.7677904963,8.5462770462,8.6572217941,7.5360279083,0.2930939198,0.3013740182,0.2268068641,16.4036998749,16.3924751282,16.3744068146,1.0512249470,1.0497839451,1.0475430489,18.0809898376,18.0258407593,17.9614925385,1.2772605419,1.2694932222,1.2604439259,15.1898212433,15.1440477371,14.4966135025,0.9045947194,0.8985806704,0.8235701323
122000,6.1803431511,6.1838812828,6.1921348572,2.8068361282,2.8169167042,2.8462309837,7.7791366577,7.9043712616,7.7166261673,4.4086270332,4.5508289337,4.4150395393,3.7157280445,3.7102069855,3.6130297184,0.8185698390,0.8160631657,0.7729791999,8.6248741150,8.7613773346,7.5726280212,0.2983890474,0.3087457120,0.2291874141,16.4133281708,16.4031105042,16.3822441101,1.0524568558,1.0511487722,1.0485519171,18.0958080292,18.0387840271,17.9704494476,1.2793742418,1.2713482380,1.2617150545,15.2614908218,15.2085962296,14.5292577744,0.9132077098,0.9063219428,0.8274509311
123000,6.2103433609,6.2137174606,6.2246026993,2.8407988548,2.8469147682,2.8814759254,7.8208379745,7.9149804115,7.7459731102,4.4570121765,4.5666589737,4.4538908005,3.7148265839,3.7099640369,3.6120400429,0.8183236122,0.8160710931,0.7726658583,8.6326828003,8.7402791977,7.5592288971,0.2989893854,0.3070898652,0.2285009623,16.4150047302,16.4092559814,16.3856372833,1.0526739359,1.0519373417,1.0489891768,18.1090526581,18.0627918243,17.9842243195,1.2812433243,1.2747193575,1.2636541128,15.2401838303,15.1956310272,14.5059585571,0.9105748534,0.9047946334,0.8247413635
124000,5.5811929703,5.5814642906,5.6348757744,2.5867671967,2.5769746304,2.6536192894,7.1281437874,7.2213459015,7.0697588921,4.0550804138,4.1646218300,4.0477433205,3.6493484974,3.6422100067,3.5647380352,0.7900618315,0.7868235707,0.7528306246,8.3533163071,8.4206123352,7.4171042442,0.2799689472,0.2849533260,0.2191413045,16.3990516663,16.3948040009,16.3712081909,1.0506343842,1.0500891209,1.0471364260,18.1103782654,18.0668163300,18.0001087189,1.2814154625,1.2752525806,1.2658710480,15.0840711594,15.0009584427,14.4583673477,0.8922273517,0.8817144036,0.8192357421
125000,6.2691631317,6.2721667290,6.2846484184,2.8585898876,2.8722944260,2.9000673294,7.8745632172,8.0208206177,7.8114213943,4.4777121544,4.6388535500,4.4828090668,3.7158460617,3.7161514759,3.6148016453,0.8186265230,0.8187283874,0.7736776471,8.5998544693,8.7300081253,7.5451569557,0.2970837653,0.3066239655,0.2274317890,16.4252510071,16.4163475037,16.3940105438,1.0539979935,1.0528596640,1.0500749350,18.1355953217,18.0832023621,18.0055274963,1.2850508690,1.2776571512,1.2666741610,15.2560157776,15.1853923798,14.5103950500,0.9129124284,0.9038146734,0.8254703283
126000,6.0095829964,6.0150990486,6.0291419029,2.7503039837,2.7564191818,2.7981562614,7.6085896492,7.7031970024,7.5361557007,4.3231844902,4.4360246658,4.3169131279,3.6991324425,3.6916646957,3.5999333858,0.8117510080,0.8083366156,0.7676738501,8.5852756500,8.6731395721,7.5401930809,0.2961853147,0.3027895093,0.2273175716,16.4327964783,16.4237995148,16.4002361298,1.0549637079,1.0538101196,1.0508673191,18.1611976624,18.1072120667,18.0287189484,1.2886524200,1.2810273170,1.2699278593,15.1543388367,15.0933685303,14.4436674118,0.9005422592,0.8927889466,0.8176215291
127000,5.8470969200,5.8506298065,5.8996677399,2.7123751640,2.7212212086,2.7918899059,7.4085855484,7.5072517395,7.3624744415,4.2438578606,4.3596863747,4.2562875748,3.6626565456,3.6584396362,3.5766875744,0.7956334352,0.7937474847,0.7578064799,8.4262685776,8.5272941589,7.4432110786,0.2849703431,0.2925351262,0.2209953517,16.4303588867,16.4189720154,16.3982276917,1.0546543598,1.0531895161,1.0506070852,18.1652565002,18.1094837189,18.0414867401,1.2892107964,1.2813115120,1.2717139721,15.0613603592,15.0333337784,14.4218626022,0.8894220591,0.8856412172,0.8152691126
128000,6.4443826675,6.4514861107,6.4546747208,2.9063305855,2.9264392853,2.9466264248,8.0949993134,8.2306346893,8.0269336700,4.5887236595,4.7403440475,4.5941967964,3.7465589046,3.7438910007,3.6336867809,0.8322251439,0.8309923410,0.7817430496,8.7709693909,8.9109163284,7.6341581345,0.3091507852,0.3199611306,0.2334036380,16.4609298706,16.4471759796,16.4285545349,1.0585861206,1.0568259954,1.0545188189,18.2012367249,18.1339721680,18.0559577942,1.2943928242,1.2848964930,1.2738041878,15.2874698639,15.2269201279,14.4664726257,0.9167211056,0.9088802934,0.8205336928
129000,6.3766031265,6.3784017563,6.4124617577,2.9035117626,2.9067769051,2.9590473175,8.0071096420,8.1262216568,7.9455990791,4.5503873825,4.6837329865,4.5659894943,3.7289869785,3.7217071056,3.6213593483,0.8244275451,0.8210516572,0.7764865756,8.6989727020,8.7904901505,7.5685858727,0.3039103448,0.3108851016,0.2289267629,16.4561347961,16.4486751556,16.4254169464,1.0579680204,1.0570154190,1.0541151762,18.2102470398,18.1520843506,18.0665092468,1.2956932783,1.2874559164,1.2752946615,15.2445211411,15.1608524323,14.4601554871,0.9115951657,0.9009954333,0.8199054599
130000,6.2392964363,6.2410144806,6.2846641541,2.8413362503,2.8544099331,2.9083867073,7.8447031975,7.9718246460,7.8028683662,4.4514732361,4.5959734917,4.4804568291,3.7092850208,3.7066431046,3.6108741760,0.8157876134,0.8145904541,0.7721819282,8.6120996475,8.7158479691,7.5375614166,0.2979243398,0.3056437969,0.2270103395,16.4604187012,16.4483165741,16.4271945953,1.0585281849,1.0569709539,1.0543442965,18.2211151123,18.1607303619,18.0806312561,1.2972304821,1.2886674404,1.2772909403,15.2047319412,15.1377668381,14.4350748062,0.9069386721,0.8984279037,0.8169952631
131000,6.1506633759,6.1558265686,6.1803932190,2.8171710968,2.8247525692,2.8721997738,7.7464861870,7.8600082397,7.6945767403,4.3993186951,4.5268468857,4.4166965485,3.7121434212,3.7067689896,3.6095569134,0.8175300360,0.8150358796,0.7718322277,8.6258640289,8.7485675812,7.5569076538,0.2992328107,0.3085604608,0.2284481227,16.4672107697,16.4533557892,16.4308605194,1.0594030619,1.0576202869,1.0548160076,18.2478504181,18.1833114624,18.0978221893,1.3010513783,1.2918874025,1.2797225714,15.1921634674,15.1354207993,14.4326686859,0.9055458903,0.8981806040,0.8166379333
132000,6.0212287903,6.0258278847,6.0561270714,2.7596018314,2.7639477253,2.8193655014,7.6215419769,7.7378511429,7.5646157265,4.3367810249,4.4712977409,4.3420433998,3.6915750504,3.6873831749,3.5932836533,0.8085467219,0.8066751957,0.7649565935,8.5619621277,8.6714620590,7.5007033348,0.2948169410,0.3031531274,0.2248812020,16.4645042419,16.4575786591,16.4322929382,1.0590550900,1.0581653118,1.0550034046,18.2505073547,18.1961231232,18.1111221313,1.3013993502,1.2936680317,1.2816016674,15.0997686386,15.0345258713,14.3637113571,0.8945170045,0.8861603141,0.8089653254
133000,6.5772743225,6.5846781731,6.5795402527,2.9732501507,2.9915955067,3.0119662285,8.2465801239,8.3525066376,8.1496515274,4.6994876862,4.8205785751,4.6738500595,3.7494726181,3.7430007458,3.6377079487,0.8334839344,0.8305228949,0.7835268378,8.8083209991,8.8928117752,7.6416988373,0.3118171394,0.3184742332,0.2339787632,16.4961376190,16.4815349579,16.4541702271,1.0631297827,1.0612585545,1.0578277111,18.2880878448,18.2203083038,18.1236724854,1.3068131208,1.2972152233,1.2834174633,15.2422590256,15.1848487854,14.4209213257,0.9113825560,0.9041507244,0.8154601455
134000,6.0512194633,6.0529727936,6.0758981705,2.7475469112,2.7518517971,2.7965226173,7.6711635590,7.7673811913,7.5812306404,4.3506493568,4.4573493004,4.3161334991,3.6981315613,3.6938409805,3.5989823341,0.8113519549,0.8093751073,0.7673942447,8.6003093719,8.7027788162,7.5277523994,0.2973021269,0.3051000834,0.2265001982,16.4844017029,16.4747314453,16.4513435364,1.0616214275,1.0603706837,1.0574570894,18.2852439880,18.2287216187,18.1444492340,1.3063700199,1.2983125448,1.2863384485,15.0955457687,15.0400714874,14.3519201279,0.8940920234,0.8869102597,0.8076352477
135000,5.9955878258,5.9979825020,6.0415782928,2.7567222118,2.7572171688,2.8197605610,7.5842742920,7.7069301605,7.5351023674,4.3115878105,4.4503264427,4.3215479851,3.6877167225,3.6817719936,3.5895886421,0.8070806861,0.8043497205,0.7635171413,8.5456380844,8.6408081055,7.4997711182,0.2940567136,0.3012861609,0.2248701304,16.4799976349,16.4712028503,16.4491424561,1.0610609055,1.0599312782,1.0571810007,18.3014755249,18.2403697968,18.1545372009,1.3087217808,1.3000217676,1.2877700329,15.1067380905,15.0149822235,14.3372764587,0.8958209157,0.8842245340,0.8062033057
136000,6.2350692749,6.2419953346,6.2454571724,2.8272740841,2.8384487629,2.8669507504,7.8510813713,7.9653320312,7.7711830139,4.4504704475,4.5771365166,4.4376020432,3.7160823345,3.7110102177,3.6090497971,0.8192294836,0.8168879151,0.7716098428,8.6803159714,8.7904376984,7.5566835403,0.3030053377,0.3114386201,0.2284270525,16.5004749298,16.4905681610,16.4663696289,1.0637025833,1.0624277592,1.0594042540,18.3288249969,18.2672996521,18.1713066101,1.3126440048,1.3038817644,1.2901725769,15.1121501923,15.0518646240,14.3215284348,0.8960424662,0.8883668780,0.8044625521
137000,6.2564959526,6.2552466393,6.2825136185,2.8936684132,2.9048604965,2.9535608292,7.8546509743,7.9587697983,7.8012347221,4.4894633293,4.6109199524,4.5130329132,3.7112538815,3.7081577778,3.6044816971,0.8174651861,0.8160789013,0.7697654963,8.6617221832,8.7806844711,7.5383782387,0.3026930094,0.3118829429,0.2277086377,16.5058994293,16.4926528931,16.4676876068,1.0644083023,1.0627043247,1.0595788956,18.3518829346,18.2831382751,18.1833305359,1.3160160780,1.3062051535,1.2918895483,15.1443357468,15.0897741318,14.3289508820,0.9002916813,0.8932291269,0.8051910996
138000,5.9419474602,5.9460864067,5.9599213600,2.6959857941,2.7028195858,2.7323067188,7.5188689232,7.6214342117,7.4507870674,4.2157988548,4.3326635361,4.2088789940,3.6999993324,3.6919109821,3.5936434269,0.8128719330,0.8091551661,0.7654511333,8.6444873810,8.7351617813,7.5352406502,0.3013227284,0.3082503378,0.2271396220,16.5051612854,16.4973297119,16.4710025787,1.0643125772,1.0633000135,1.0600043535,18.3611812592,18.3025875092,18.2002391815,1.3173166513,1.3089379072,1.2942878008,15.0591115952,14.9963970184,14.2694234848,0.8903244138,0.8823804259,0.7985373735
